"Exam","Question","QuestionID","Model_1","Model_2","Similarity"
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","claude-sonnet-4-6",0.541568874153252
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gemini-2.0-flash-lite",0.562597222752424
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gemini-2.5-flash-lite",0.57127777498138
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gemini-3.1-flash-lite-preview",0.523265064460517
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gpt-4o",0.496443032457678
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gpt-5",0.454031512516502
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gpt-5-4",0.529074687566981
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gpt-5.1",0.321268392755827
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gpt-5.4-mini",0.541723598094852
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","gpt-5.4-nano",0.412346422505449
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","grok-2-vision",0.60545506710041
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","grok-4-1",0.439098255313367
"ACTM",6,"ACTM_MC_6","claude-sonnet-4","grok-4.3",0.404826651228873
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gemini-2.0-flash-lite",0.580352333991792
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gemini-2.5-flash-lite",0.602213398237024
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gemini-3.1-flash-lite-preview",0.496183125944082
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gpt-4o",0.468181668487704
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gpt-5",0.493405680253943
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gpt-5-4",0.541014202606475
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gpt-5.1",0.303867883918899
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gpt-5.4-mini",0.526425999896586
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","gpt-5.4-nano",0.427308515458195
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","grok-2-vision",0.563372529245454
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","grok-4-1",0.387714747153751
"ACTM",6,"ACTM_MC_6","claude-sonnet-4-6","grok-4.3",0.454852874323622
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gemini-2.5-flash-lite",0.626110859726921
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gemini-3.1-flash-lite-preview",0.483779280484588
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gpt-4o",0.500090414256465
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gpt-5",0.459922794932931
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gpt-5-4",0.501132617433697
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gpt-5.1",0.336513576906673
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gpt-5.4-mini",0.553737333680718
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","gpt-5.4-nano",0.410183348293613
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","grok-2-vision",0.674433779284491
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","grok-4-1",0.337241829346232
"ACTM",6,"ACTM_MC_6","gemini-2.0-flash-lite","grok-4.3",0.431172852954572
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","gemini-3.1-flash-lite-preview",0.515952505770055
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","gpt-4o",0.551177603419004
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","gpt-5",0.433550901559494
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","gpt-5-4",0.498667719529013
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","gpt-5.1",0.316742728237539
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","gpt-5.4-mini",0.507026792865008
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","gpt-5.4-nano",0.404439199918681
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","grok-2-vision",0.615574060299751
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","grok-4-1",0.413315762639432
"ACTM",6,"ACTM_MC_6","gemini-2.5-flash-lite","grok-4.3",0.479517732900939
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","gpt-4o",0.477530700352235
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","gpt-5",0.398602883639972
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","gpt-5-4",0.443178631671117
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","gpt-5.1",0.24144793188567
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","gpt-5.4-mini",0.403564713669644
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","gpt-5.4-nano",0.409701406459229
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","grok-2-vision",0.539188820515199
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","grok-4-1",0.411027608948951
"ACTM",6,"ACTM_MC_6","gemini-3.1-flash-lite-preview","grok-4.3",0.437272957137226
"ACTM",6,"ACTM_MC_6","gpt-4o","gpt-5",0.276908589423473
"ACTM",6,"ACTM_MC_6","gpt-4o","gpt-5-4",0.366200376415323
"ACTM",6,"ACTM_MC_6","gpt-4o","gpt-5.1",0.176227908599138
"ACTM",6,"ACTM_MC_6","gpt-4o","gpt-5.4-mini",0.334933502132888
"ACTM",6,"ACTM_MC_6","gpt-4o","gpt-5.4-nano",0.291242333837905
"ACTM",6,"ACTM_MC_6","gpt-4o","grok-2-vision",0.571559453307554
"ACTM",6,"ACTM_MC_6","gpt-4o","grok-4-1",0.322816817644013
"ACTM",6,"ACTM_MC_6","gpt-4o","grok-4.3",0.309250200013854
"ACTM",6,"ACTM_MC_6","gpt-5","gpt-5-4",0.645479194200748
"ACTM",6,"ACTM_MC_6","gpt-5","gpt-5.1",0.390072794649499
"ACTM",6,"ACTM_MC_6","gpt-5","gpt-5.4-mini",0.572601058191167
"ACTM",6,"ACTM_MC_6","gpt-5","gpt-5.4-nano",0.481606322322238
"ACTM",6,"ACTM_MC_6","gpt-5","grok-2-vision",0.461611101708627
"ACTM",6,"ACTM_MC_6","gpt-5","grok-4-1",0.348170163836736
"ACTM",6,"ACTM_MC_6","gpt-5","grok-4.3",0.38355989576973
"ACTM",6,"ACTM_MC_6","gpt-5-4","gpt-5.1",0.379412912720639
"ACTM",6,"ACTM_MC_6","gpt-5-4","gpt-5.4-mini",0.71952254333363
"ACTM",6,"ACTM_MC_6","gpt-5-4","gpt-5.4-nano",0.500017708492246
"ACTM",6,"ACTM_MC_6","gpt-5-4","grok-2-vision",0.471407633735404
"ACTM",6,"ACTM_MC_6","gpt-5-4","grok-4-1",0.360395430601735
"ACTM",6,"ACTM_MC_6","gpt-5-4","grok-4.3",0.463565155287951
"ACTM",6,"ACTM_MC_6","gpt-5.1","gpt-5.4-mini",0.553019843389119
"ACTM",6,"ACTM_MC_6","gpt-5.1","gpt-5.4-nano",0.470685918874904
"ACTM",6,"ACTM_MC_6","gpt-5.1","grok-2-vision",0.313064882310479
"ACTM",6,"ACTM_MC_6","gpt-5.1","grok-4-1",0.29620710165294
"ACTM",6,"ACTM_MC_6","gpt-5.1","grok-4.3",0.255267419435296
"ACTM",6,"ACTM_MC_6","gpt-5.4-mini","gpt-5.4-nano",0.550000790065317
"ACTM",6,"ACTM_MC_6","gpt-5.4-mini","grok-2-vision",0.543260891722973
"ACTM",6,"ACTM_MC_6","gpt-5.4-mini","grok-4-1",0.353441401327511
"ACTM",6,"ACTM_MC_6","gpt-5.4-mini","grok-4.3",0.427977076443021
"ACTM",6,"ACTM_MC_6","gpt-5.4-nano","grok-2-vision",0.441521997446542
"ACTM",6,"ACTM_MC_6","gpt-5.4-nano","grok-4-1",0.406093513279906
"ACTM",6,"ACTM_MC_6","gpt-5.4-nano","grok-4.3",0.376393378259708
"ACTM",6,"ACTM_MC_6","grok-2-vision","grok-4-1",0.422991503198764
"ACTM",6,"ACTM_MC_6","grok-2-vision","grok-4.3",0.41803327774594
"ACTM",6,"ACTM_MC_6","grok-4-1","grok-4.3",0.465523762714664
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","claude-sonnet-4",0.599312090114621
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","claude-sonnet-4-6",0.730232053533196
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gemini-2.0-flash-lite",0.355483589552435
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gemini-2.5-flash-lite",0.60590959363045
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gemini-3.1-flash-lite-preview",0.651938044817592
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gpt-4o",0.788498891670496
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gpt-5",0.220048911622803
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gpt-5-4",0.743880435459668
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gpt-5.1",0.71620654360867
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gpt-5.4-mini",0.735860475484882
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","gpt-5.4-nano",0.626569277639231
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","grok-2-vision",0.722664641262308
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","grok-4-1",0.667261366663557
"ACTM",7,"ACTM_MC_7","claude-3-7-sonnet","grok-4.3",0.398272770537271
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","claude-sonnet-4-6",0.553366892294383
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gemini-2.0-flash-lite",0.286121052215248
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gemini-2.5-flash-lite",0.503964269062505
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gemini-3.1-flash-lite-preview",0.831204712950024
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gpt-4o",0.578734844390405
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gpt-5",0.152974430467167
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gpt-5-4",0.559566191976264
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gpt-5.1",0.513439212920791
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gpt-5.4-mini",0.527756920391314
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","gpt-5.4-nano",0.46574372213621
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","grok-2-vision",0.523615750567992
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","grok-4-1",0.51280795848822
"ACTM",7,"ACTM_MC_7","claude-sonnet-4","grok-4.3",0.265577730150616
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gemini-2.0-flash-lite",0.275380552964973
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gemini-2.5-flash-lite",0.650322728603627
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gemini-3.1-flash-lite-preview",0.633130040643855
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gpt-4o",0.77758426710021
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gpt-5",0.224225059232975
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gpt-5-4",0.801649081462063
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gpt-5.1",0.736240745171342
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gpt-5.4-mini",0.718935362209551
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","gpt-5.4-nano",0.581850020781233
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","grok-2-vision",0.615387262919453
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","grok-4-1",0.660123177698354
"ACTM",7,"ACTM_MC_7","claude-sonnet-4-6","grok-4.3",0.402286333404701
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gemini-2.5-flash-lite",0.373036712141554
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gemini-3.1-flash-lite-preview",0.291112666775562
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gpt-4o",0.364254912056475
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gpt-5",0.303836766815456
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gpt-5-4",0.26266599631618
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gpt-5.1",0.300118608267831
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gpt-5.4-mini",0.252425781868606
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","gpt-5.4-nano",0.349727950769653
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","grok-2-vision",0.429284240546403
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","grok-4-1",0.239510970328515
"ACTM",7,"ACTM_MC_7","gemini-2.0-flash-lite","grok-4.3",0.247863872191979
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","gemini-3.1-flash-lite-preview",0.596194535925979
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","gpt-4o",0.674202276116865
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","gpt-5",0.198212242545017
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","gpt-5-4",0.729330253635966
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","gpt-5.1",0.709629880465627
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","gpt-5.4-mini",0.582715354642022
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","gpt-5.4-nano",0.573705828704691
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","grok-2-vision",0.601625538867095
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","grok-4-1",0.589954017876944
"ACTM",7,"ACTM_MC_7","gemini-2.5-flash-lite","grok-4.3",0.40059842706864
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","gpt-4o",0.710778462691408
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","gpt-5",0.166408624171427
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","gpt-5-4",0.65346302261777
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","gpt-5.1",0.617117855429313
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","gpt-5.4-mini",0.653057165062911
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","gpt-5.4-nano",0.54086733888055
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","grok-2-vision",0.627803212082928
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","grok-4-1",0.588571308038074
"ACTM",7,"ACTM_MC_7","gemini-3.1-flash-lite-preview","grok-4.3",0.392621540047128
"ACTM",7,"ACTM_MC_7","gpt-4o","gpt-5",0.198102660586688
"ACTM",7,"ACTM_MC_7","gpt-4o","gpt-5-4",0.794389551050517
"ACTM",7,"ACTM_MC_7","gpt-4o","gpt-5.1",0.780383936516879
"ACTM",7,"ACTM_MC_7","gpt-4o","gpt-5.4-mini",0.783071982331557
"ACTM",7,"ACTM_MC_7","gpt-4o","gpt-5.4-nano",0.667252235409599
"ACTM",7,"ACTM_MC_7","gpt-4o","grok-2-vision",0.744816031604029
"ACTM",7,"ACTM_MC_7","gpt-4o","grok-4-1",0.731331779601252
"ACTM",7,"ACTM_MC_7","gpt-4o","grok-4.3",0.460798692637131
"ACTM",7,"ACTM_MC_7","gpt-5","gpt-5-4",0.251790216324066
"ACTM",7,"ACTM_MC_7","gpt-5","gpt-5.1",0.212877292189518
"ACTM",7,"ACTM_MC_7","gpt-5","gpt-5.4-mini",0.156378013671644
"ACTM",7,"ACTM_MC_7","gpt-5","gpt-5.4-nano",0.134719314709724
"ACTM",7,"ACTM_MC_7","gpt-5","grok-2-vision",0.189927466068932
"ACTM",7,"ACTM_MC_7","gpt-5","grok-4-1",0.18348465088355
"ACTM",7,"ACTM_MC_7","gpt-5","grok-4.3",0.138158651323214
"ACTM",7,"ACTM_MC_7","gpt-5-4","gpt-5.1",0.895342621117987
"ACTM",7,"ACTM_MC_7","gpt-5-4","gpt-5.4-mini",0.876789567659957
"ACTM",7,"ACTM_MC_7","gpt-5-4","gpt-5.4-nano",0.713400066230586
"ACTM",7,"ACTM_MC_7","gpt-5-4","grok-2-vision",0.654743678309025
"ACTM",7,"ACTM_MC_7","gpt-5-4","grok-4-1",0.724488864951238
"ACTM",7,"ACTM_MC_7","gpt-5-4","grok-4.3",0.421540759232429
"ACTM",7,"ACTM_MC_7","gpt-5.1","gpt-5.4-mini",0.84477909689695
"ACTM",7,"ACTM_MC_7","gpt-5.1","gpt-5.4-nano",0.718478675364746
"ACTM",7,"ACTM_MC_7","gpt-5.1","grok-2-vision",0.629930184944069
"ACTM",7,"ACTM_MC_7","gpt-5.1","grok-4-1",0.731739787421247
"ACTM",7,"ACTM_MC_7","gpt-5.1","grok-4.3",0.428398234377128
"ACTM",7,"ACTM_MC_7","gpt-5.4-mini","gpt-5.4-nano",0.736206878613889
"ACTM",7,"ACTM_MC_7","gpt-5.4-mini","grok-2-vision",0.62293514397405
"ACTM",7,"ACTM_MC_7","gpt-5.4-mini","grok-4-1",0.725530558284569
"ACTM",7,"ACTM_MC_7","gpt-5.4-mini","grok-4.3",0.413975381829585
"ACTM",7,"ACTM_MC_7","gpt-5.4-nano","grok-2-vision",0.491124929347556
"ACTM",7,"ACTM_MC_7","gpt-5.4-nano","grok-4-1",0.655511639128996
"ACTM",7,"ACTM_MC_7","gpt-5.4-nano","grok-4.3",0.434672880303313
"ACTM",7,"ACTM_MC_7","grok-2-vision","grok-4-1",0.543536425785188
"ACTM",7,"ACTM_MC_7","grok-2-vision","grok-4.3",0.359318616661113
"ACTM",7,"ACTM_MC_7","grok-4-1","grok-4.3",0.420205019980351
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","claude-sonnet-4",0.535549594085417
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","claude-sonnet-4-6",0.520300847215754
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gemini-2.0-flash-lite",0.534857270720871
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gemini-2.5-flash-lite",0.571601225728949
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gemini-3.1-flash-lite-preview",0.478668129976767
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gpt-4o",0.640839049889299
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gpt-5",0.224819462375814
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gpt-5-4",0.2121775254664
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gpt-5.1",0.202487305698687
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gpt-5.4-mini",0.231655326346738
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","gpt-5.4-nano",0.163192168185024
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","grok-2-vision",0.48555467067738
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","grok-4-1",0.399982600955268
"ACTM",8,"ACTM_MC_8","claude-3-7-sonnet","grok-4.3",0.245564329492656
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","claude-sonnet-4-6",0.437781132042258
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gemini-2.0-flash-lite",0.351975904459425
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gemini-2.5-flash-lite",0.458419978454871
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gemini-3.1-flash-lite-preview",0.40357544220132
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gpt-4o",0.417523492983864
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gpt-5",0.428216346143429
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gpt-5-4",0.24635787396039
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gpt-5.1",0.277506303741099
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gpt-5.4-mini",0.250894910557418
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","gpt-5.4-nano",0.178983021348131
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","grok-2-vision",0.565114911727854
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","grok-4-1",0.383190366023908
"ACTM",8,"ACTM_MC_8","claude-sonnet-4","grok-4.3",0.17954101216714
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gemini-2.0-flash-lite",0.320470007668749
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gemini-2.5-flash-lite",0.564467506394219
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gemini-3.1-flash-lite-preview",0.559634792637433
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gpt-4o",0.441354353731964
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gpt-5",0.337322293198246
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gpt-5-4",0.412963774478791
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gpt-5.1",0.427354773997613
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gpt-5.4-mini",0.461754076062131
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","gpt-5.4-nano",0.315156030342845
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","grok-2-vision",0.370869821187986
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","grok-4-1",0.454379408758065
"ACTM",8,"ACTM_MC_8","claude-sonnet-4-6","grok-4.3",0.312270301872053
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gemini-2.5-flash-lite",0.605424674915448
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gemini-3.1-flash-lite-preview",0.311214927183164
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gpt-4o",0.578326040509095
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gpt-5",0.10232529737831
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gpt-5-4",0.159182253995013
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gpt-5.1",0.151493777163552
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gpt-5.4-mini",0.121521150921581
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","gpt-5.4-nano",0.130976584296878
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","grok-2-vision",0.50213413894561
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","grok-4-1",0.304386927251232
"ACTM",8,"ACTM_MC_8","gemini-2.0-flash-lite","grok-4.3",0.167909441822336
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","gemini-3.1-flash-lite-preview",0.521103225849488
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","gpt-4o",0.550083639496991
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","gpt-5",0.276478273521907
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","gpt-5-4",0.445544598662165
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","gpt-5.1",0.449154826691114
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","gpt-5.4-mini",0.451360692036743
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","gpt-5.4-nano",0.376000249281919
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","grok-2-vision",0.562070216284461
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","grok-4-1",0.326552513004846
"ACTM",8,"ACTM_MC_8","gemini-2.5-flash-lite","grok-4.3",0.348715952975283
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","gpt-4o",0.462018392523467
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","gpt-5",0.32721251456657
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","gpt-5-4",0.352914410856019
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","gpt-5.1",0.390380396289189
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","gpt-5.4-mini",0.370653559022116
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","gpt-5.4-nano",0.287679143681811
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","grok-2-vision",0.428626495664474
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","grok-4-1",0.330835546886207
"ACTM",8,"ACTM_MC_8","gemini-3.1-flash-lite-preview","grok-4.3",0.320609582653946
"ACTM",8,"ACTM_MC_8","gpt-4o","gpt-5",0.265583351355979
"ACTM",8,"ACTM_MC_8","gpt-4o","gpt-5-4",0.264329653476857
"ACTM",8,"ACTM_MC_8","gpt-4o","gpt-5.1",0.27166737741234
"ACTM",8,"ACTM_MC_8","gpt-4o","gpt-5.4-mini",0.242931163031616
"ACTM",8,"ACTM_MC_8","gpt-4o","gpt-5.4-nano",0.194522521604902
"ACTM",8,"ACTM_MC_8","gpt-4o","grok-2-vision",0.393224050918021
"ACTM",8,"ACTM_MC_8","gpt-4o","grok-4-1",0.257529813002536
"ACTM",8,"ACTM_MC_8","gpt-4o","grok-4.3",0.226924898691218
"ACTM",8,"ACTM_MC_8","gpt-5","gpt-5-4",0.273660950036162
"ACTM",8,"ACTM_MC_8","gpt-5","gpt-5.1",0.239997958004648
"ACTM",8,"ACTM_MC_8","gpt-5","gpt-5.4-mini",0.30881834929965
"ACTM",8,"ACTM_MC_8","gpt-5","gpt-5.4-nano",0.128866468750727
"ACTM",8,"ACTM_MC_8","gpt-5","grok-2-vision",0.156350601427572
"ACTM",8,"ACTM_MC_8","gpt-5","grok-4-1",0.362844111109381
"ACTM",8,"ACTM_MC_8","gpt-5","grok-4.3",0.157433728120966
"ACTM",8,"ACTM_MC_8","gpt-5-4","gpt-5.1",0.909284650109218
"ACTM",8,"ACTM_MC_8","gpt-5-4","gpt-5.4-mini",0.842798363320254
"ACTM",8,"ACTM_MC_8","gpt-5-4","gpt-5.4-nano",0.781315837297968
"ACTM",8,"ACTM_MC_8","gpt-5-4","grok-2-vision",0.19734594466479
"ACTM",8,"ACTM_MC_8","gpt-5-4","grok-4-1",0.207264920796563
"ACTM",8,"ACTM_MC_8","gpt-5-4","grok-4.3",0.676658925191492
"ACTM",8,"ACTM_MC_8","gpt-5.1","gpt-5.4-mini",0.777504567208344
"ACTM",8,"ACTM_MC_8","gpt-5.1","gpt-5.4-nano",0.757978385883164
"ACTM",8,"ACTM_MC_8","gpt-5.1","grok-2-vision",0.299750365681336
"ACTM",8,"ACTM_MC_8","gpt-5.1","grok-4-1",0.19054558214951
"ACTM",8,"ACTM_MC_8","gpt-5.1","grok-4.3",0.6441327241368
"ACTM",8,"ACTM_MC_8","gpt-5.4-mini","gpt-5.4-nano",0.588650843015226
"ACTM",8,"ACTM_MC_8","gpt-5.4-mini","grok-2-vision",0.137151180814417
"ACTM",8,"ACTM_MC_8","gpt-5.4-mini","grok-4-1",0.248405802819545
"ACTM",8,"ACTM_MC_8","gpt-5.4-mini","grok-4.3",0.451020757062821
